Date,Hour,Month,DayOfWeek,WeatherConditions,Calls
03/24/2019 00:00:00,10,3,Sunday,good,19
03/24/2019 00:00:00,11,3,Sunday,good,23
03/24/2019 00:00:00,12,3,Sunday,good,20
03/24/2019 00:00:00,13,3,Sunday,good,13
03/24/2019 00:00:00,14,3,Sunday,good,17
03/24/2019 00:00:00,15,3,Sunday,good,13
03/24/2019 00:00:00,16,3,Sunday,good,6
03/24/2019 00:00:00,17,3,Sunday,good,4
03/25/2019 00:00:00,2,3,Monday,good,3
03/25/2019 00:00:00,3,3,Monday,good,2
03/25/2019 00:00:00,4,3,Monday,good,12
03/25/2019 00:00:00,5,3,Monday,good,18
03/25/2019 00:00:00,6,3,Monday,good,23
03/25/2019 00:00:00,7,3,Monday,good,39
03/25/2019 00:00:00,8,3,Monday,good,73
03/25/2019 00:00:00,9,3,Monday,good,89
03/25/2019 00:00:00,10,3,Monday,good,108
03/25/2019 00:00:00,11,3,Monday,good,110
03/25/2019 00:00:00,12,3,Monday,good,101
03/25/2019 00:00:00,13,3,Monday,good,78
03/25/2019 00:00:00,14,3,Monday,good,65
03/25/2019 00:00:00,15,3,Monday,good,46
03/25/2019 00:00:00,16,3,Monday,good,28
03/25/2019 00:00:00,17,3,Monday,good,14
03/25/2019 00:00:00,18,3,Monday,good,6
03/25/2019 00:00:00,19,3,Monday,good,6
03/25/2019 00:00:00,20,3,Monday,good,2
03/26/2019 00:00:00,2,3,Tuesday,good,2
03/26/2019 00:00:00,3,3,Tuesday,good,4
03/26/2019 00:00:00,4,3,Tuesday,good,7
03/26/2019 00:00:00,5,3,Tuesday,good,8
03/26/2019 00:00:00,6,3,Tuesday,good,19
03/26/2019 00:00:00,7,3,Tuesday,good,28
03/26/2019 00:00:00,8,3,Tuesday,good,59
03/26/2019 00:00:00,9,3,Tuesday,good,77
03/26/2019 00:00:00,10,3,Tuesday,good,83
03/26/2019 00:00:00,11,3,Tuesday,good,84
03/26/2019 00:00:00,12,3,Tuesday,good,71
03/26/2019 00:00:00,13,3,Tuesday,good,81
03/26/2019 00:00:00,14,3,Tuesday,good,48
03/26/2019 00:00:00,15,3,Tuesday,good,50
03/26/2019 00:00:00,16,3,Tuesday,good,26
03/26/2019 00:00:00,17,3,Tuesday,good,7
03/26/2019 00:00:00,18,3,Tuesday,good,4
03/26/2019 00:00:00,19,3,Tuesday,good,4
03/26/2019 00:00:00,21,3,Tuesday,good,1
03/26/2019 00:00:00,22,3,Tuesday,good,1
03/27/2019 00:00:00,1,3,Wednesday,good,1
03/27/2019 00:00:00,2,3,Wednesday,good,2
03/27/2019 00:00:00,4,3,Wednesday,good,4
03/27/2019 00:00:00,5,3,Wednesday,good,11
03/27/2019 00:00:00,6,3,Wednesday,good,12
03/27/2019 00:00:00,7,3,Wednesday,good,30
03/27/2019 00:00:00,8,3,Wednesday,good,44
03/27/2019 00:00:00,9,3,Wednesday,good,55
03/27/2019 00:00:00,10,3,Wednesday,good,58
03/27/2019 00:00:00,11,3,Wednesday,good,65
03/27/2019 00:00:00,12,3,Wednesday,good,69
03/27/2019 00:00:00,13,3,Wednesday,good,67
03/27/2019 00:00:00,14,3,Wednesday,good,38
03/27/2019 00:00:00,15,3,Wednesday,good,34
03/27/2019 00:00:00,16,3,Wednesday,good,24
03/27/2019 00:00:00,17,3,Wednesday,good,14
03/27/2019 00:00:00,18,3,Wednesday,good,3
03/27/2019 00:00:00,19,3,Wednesday,good,1
03/27/2019 00:00:00,20,3,Wednesday,good,1
03/28/2019 00:00:00,2,3,Thursday,good,2
03/28/2019 00:00:00,3,3,Thursday,good,3
03/28/2019 00:00:00,4,3,Thursday,good,6
03/28/2019 00:00:00,5,3,Thursday,good,18
03/28/2019 00:00:00,6,3,Thursday,good,18
03/28/2019 00:00:00,7,3,Thursday,good,38
03/28/2019 00:00:00,8,3,Thursday,good,63
03/28/2019 00:00:00,9,3,Thursday,good,60
03/28/2019 00:00:00,10,3,Thursday,good,85
03/28/2019 00:00:00,11,3,Thursday,good,74
03/28/2019 00:00:00,12,3,Thursday,good,98
03/28/2019 00:00:00,13,3,Thursday,good,75
03/28/2019 00:00:00,14,3,Thursday,good,51
03/28/2019 00:00:00,15,3,Thursday,good,32
03/28/2019 00:00:00,16,3,Thursday,good,17
03/28/2019 00:00:00,17,3,Thursday,good,6
03/28/2019 00:00:00,18,3,Thursday,good,2
03/28/2019 00:00:00,19,3,Thursday,good,3
03/28/2019 00:00:00,20,3,Thursday,good,2
03/28/2019 00:00:00,22,3,Thursday,good,1
03/29/2019 00:00:00,1,3,Friday,good,2
03/29/2019 00:00:00,3,3,Friday,good,3
03/29/2019 00:00:00,4,3,Friday,good,7
03/29/2019 00:00:00,5,3,Friday,good,13
03/29/2019 00:00:00,6,3,Friday,good,26
03/29/2019 00:00:00,7,3,Friday,good,48
03/29/2019 00:00:00,8,3,Friday,good,71
03/29/2019 00:00:00,9,3,Friday,good,72
03/29/2019 00:00:00,10,3,Friday,good,95
03/29/2019 00:00:00,11,3,Friday,good,81
03/29/2019 00:00:00,12,3,Friday,good,81
03/29/2019 00:00:00,13,3,Friday,good,83
03/29/2019 00:00:00,14,3,Friday,good,74
03/29/2019 00:00:00,15,3,Friday,good,45
03/29/2019 00:00:00,16,3,Friday,good,16
03/29/2019 00:00:00,17,3,Friday,good,12
03/29/2019 00:00:00,18,3,Friday,good,11
03/29/2019 00:00:00,19,3,Friday,good,2
03/29/2019 00:00:00,22,3,Friday,good,1
03/30/2019 00:00:00,3,3,Saturday,good,3
03/30/2019 00:00:00,4,3,Saturday,good,4
03/30/2019 00:00:00,5,3,Saturday,good,12
03/30/2019 00:00:00,6,3,Saturday,good,14
03/30/2019 00:00:00,7,3,Saturday,good,26
03/30/2019 00:00:00,8,3,Saturday,good,42
03/30/2019 00:00:00,9,3,Saturday,good,45
03/30/2019 00:00:00,10,3,Saturday,good,51
03/30/2019 00:00:00,11,3,Saturday,good,57
03/30/2019 00:00:00,12,3,Saturday,good,68
03/30/2019 00:00:00,13,3,Saturday,good,50
03/30/2019 00:00:00,14,3,Saturday,good,44
03/30/2019 00:00:00,15,3,Saturday,good,21
03/30/2019 00:00:00,16,3,Saturday,good,14
03/30/2019 00:00:00,17,3,Saturday,good,3
03/30/2019 00:00:00,18,3,Saturday,good,3
03/30/2019 00:00:00,19,3,Saturday,good,1
03/31/2019 00:00:00,4,3,Sunday,good,2
03/31/2019 00:00:00,5,3,Sunday,good,5
03/31/2019 00:00:00,6,3,Sunday,good,8
03/31/2019 00:00:00,7,3,Sunday,good,6
03/31/2019 00:00:00,8,3,Sunday,good,13
03/31/2019 00:00:00,9,3,Sunday,good,16
03/31/2019 00:00:00,10,3,Sunday,good,21
03/31/2019 00:00:00,11,3,Sunday,good,23
03/31/2019 00:00:00,12,3,Sunday,good,11
03/31/2019 00:00:00,13,3,Sunday,good,14
03/31/2019 00:00:00,14,3,Sunday,good,11
03/31/2019 00:00:00,15,3,Sunday,good,13
03/31/2019 00:00:00,16,3,Sunday,good,4
03/31/2019 00:00:00,17,3,Sunday,good,4
03/31/2019 00:00:00,20,3,Sunday,good,1
04/01/2019 00:00:00,1,4,Monday,good,1
04/01/2019 00:00:00,2,4,Monday,good,2
04/01/2019 00:00:00,3,4,Monday,good,1
04/01/2019 00:00:00,4,4,Monday,good,5
04/01/2019 00:00:00,5,4,Monday,good,17
04/01/2019 00:00:00,6,4,Monday,good,22
04/01/2019 00:00:00,7,4,Monday,good,39
04/01/2019 00:00:00,8,4,Monday,good,59
04/01/2019 00:00:00,9,4,Monday,good,93
04/01/2019 00:00:00,10,4,Monday,good,109
04/01/2019 00:00:00,11,4,Monday,good,119
04/01/2019 00:00:00,12,4,Monday,good,92
04/01/2019 00:00:00,13,4,Monday,good,80
04/01/2019 00:00:00,14,4,Monday,good,72
04/01/2019 00:00:00,15,4,Monday,good,51
04/01/2019 00:00:00,16,4,Monday,good,27
04/01/2019 00:00:00,17,4,Monday,good,12
04/01/2019 00:00:00,18,4,Monday,good,8
04/01/2019 00:00:00,19,4,Monday,good,1
04/02/2019 00:00:00,3,4,Tuesday,good,3
04/02/2019 00:00:00,4,4,Tuesday,good,5
04/02/2019 00:00:00,5,4,Tuesday,good,10
04/02/2019 00:00:00,6,4,Tuesday,good,17
04/02/2019 00:00:00,7,4,Tuesday,good,41
04/02/2019 00:00:00,8,4,Tuesday,good,57
04/02/2019 00:00:00,9,4,Tuesday,good,84
04/02/2019 00:00:00,10,4,Tuesday,good,76
04/02/2019 00:00:00,11,4,Tuesday,good,86
04/02/2019 00:00:00,12,4,Tuesday,good,91
04/02/2019 00:00:00,13,4,Tuesday,good,72
04/02/2019 00:00:00,14,4,Tuesday,good,53
04/02/2019 00:00:00,15,4,Tuesday,good,30
04/02/2019 00:00:00,16,4,Tuesday,good,34
04/02/2019 00:00:00,17,4,Tuesday,good,11
04/02/2019 00:00:00,18,4,Tuesday,good,7
04/02/2019 00:00:00,19,4,Tuesday,good,1
04/02/2019 00:00:00,20,4,Tuesday,good,1
04/03/2019 00:00:00,1,4,Wednesday,good,1
04/03/2019 00:00:00,2,4,Wednesday,good,2
04/03/2019 00:00:00,4,4,Wednesday,good,3
04/03/2019 00:00:00,5,4,Wednesday,good,14
04/03/2019 00:00:00,6,4,Wednesday,good,26
04/03/2019 00:00:00,7,4,Wednesday,good,33
04/03/2019 00:00:00,8,4,Wednesday,good,58
04/03/2019 00:00:00,9,4,Wednesday,good,58
04/03/2019 00:00:00,10,4,Wednesday,good,72
04/03/2019 00:00:00,11,4,Wednesday,good,56
04/03/2019 00:00:00,12,4,Wednesday,good,79
04/03/2019 00:00:00,13,4,Wednesday,good,58
04/03/2019 00:00:00,14,4,Wednesday,good,43
04/03/2019 00:00:00,15,4,Wednesday,good,23
04/03/2019 00:00:00,16,4,Wednesday,good,9
04/03/2019 00:00:00,17,4,Wednesday,good,10
04/03/2019 00:00:00,18,4,Wednesday,good,3
04/03/2019 00:00:00,19,4,Wednesday,good,3
04/03/2019 00:00:00,20,4,Wednesday,good,2
04/03/2019 00:00:00,21,4,Wednesday,good,1
04/04/2019 00:00:00,3,4,Thursday,good,1
04/04/2019 00:00:00,4,4,Thursday,good,5
04/04/2019 00:00:00,5,4,Thursday,good,13
04/04/2019 00:00:00,6,4,Thursday,good,15
04/04/2019 00:00:00,7,4,Thursday,good,41
04/04/2019 00:00:00,8,4,Thursday,good,47
04/04/2019 00:00:00,9,4,Thursday,good,60
04/04/2019 00:00:00,10,4,Thursday,good,78
04/04/2019 00:00:00,11,4,Thursday,good,102
04/04/2019 00:00:00,12,4,Thursday,good,96
04/04/2019 00:00:00,13,4,Thursday,good,73
04/04/2019 00:00:00,14,4,Thursday,good,50
04/04/2019 00:00:00,15,4,Thursday,good,31
04/04/2019 00:00:00,16,4,Thursday,good,18
04/04/2019 00:00:00,17,4,Thursday,good,16
04/04/2019 00:00:00,18,4,Thursday,good,11
04/04/2019 00:00:00,19,4,Thursday,good,3
04/04/2019 00:00:00,20,4,Thursday,good,2
04/04/2019 00:00:00,21,4,Thursday,good,1
04/05/2019 00:00:00,2,4,Friday,good,1
04/05/2019 00:00:00,3,4,Friday,good,3
04/05/2019 00:00:00,4,4,Friday,good,3
04/05/2019 00:00:00,5,4,Friday,good,11
04/05/2019 00:00:00,6,4,Friday,good,28
04/05/2019 00:00:00,7,4,Friday,good,53
04/05/2019 00:00:00,8,4,Friday,good,63
04/05/2019 00:00:00,9,4,Friday,good,91
04/05/2019 00:00:00,10,4,Friday,good,114
04/05/2019 00:00:00,11,4,Friday,good,115
04/05/2019 00:00:00,12,4,Friday,good,80
04/05/2019 00:00:00,13,4,Friday,good,84
04/05/2019 00:00:00,14,4,Friday,good,69
04/05/2019 00:00:00,15,4,Friday,good,40
04/05/2019 00:00:00,16,4,Friday,good,31
04/05/2019 00:00:00,17,4,Friday,good,11
04/05/2019 00:00:00,18,4,Friday,good,7
04/05/2019 00:00:00,19,4,Friday,good,8
04/05/2019 00:00:00,20,4,Friday,good,1
04/06/2019 00:00:00,3,4,Saturday,good,1
04/06/2019 00:00:00,4,4,Saturday,good,3
04/06/2019 00:00:00,5,4,Saturday,good,9
04/06/2019 00:00:00,6,4,Saturday,good,13
04/06/2019 00:00:00,7,4,Saturday,good,25
04/06/2019 00:00:00,8,4,Saturday,good,43
04/06/2019 00:00:00,9,4,Saturday,good,49
04/06/2019 00:00:00,10,4,Saturday,good,55
04/06/2019 00:00:00,11,4,Saturday,good,61
04/06/2019 00:00:00,12,4,Saturday,good,54
04/06/2019 00:00:00,13,4,Saturday,good,45
04/06/2019 00:00:00,14,4,Saturday,good,34
04/06/2019 00:00:00,15,4,Saturday,good,35
04/06/2019 00:00:00,16,4,Saturday,good,15
04/06/2019 00:00:00,17,4,Saturday,good,10
04/06/2019 00:00:00,18,4,Saturday,good,3
04/06/2019 00:00:00,19,4,Saturday,good,2
04/07/2019 00:00:00,4,4,Sunday,bad,3
04/07/2019 00:00:00,5,4,Sunday,bad,2
04/07/2019 00:00:00,6,4,Sunday,bad,8
04/07/2019 00:00:00,7,4,Sunday,bad,13
04/07/2019 00:00:00,8,4,Sunday,bad,15
04/07/2019 00:00:00,9,4,Sunday,bad,40
04/07/2019 00:00:00,10,4,Sunday,bad,34
04/07/2019 00:00:00,11,4,Sunday,bad,27
04/07/2019 00:00:00,12,4,Sunday,bad,24
04/07/2019 00:00:00,13,4,Sunday,bad,26
04/07/2019 00:00:00,14,4,Sunday,bad,24
04/07/2019 00:00:00,15,4,Sunday,bad,11
04/07/2019 00:00:00,16,4,Sunday,bad,9
04/07/2019 00:00:00,17,4,Sunday,bad,6
04/07/2019 00:00:00,19,4,Sunday,bad,1
04/08/2019 00:00:00,2,4,Monday,good,2
04/08/2019 00:00:00,3,4,Monday,good,2
04/08/2019 00:00:00,4,4,Monday,good,4
04/08/2019 00:00:00,5,4,Monday,good,10
04/08/2019 00:00:00,6,4,Monday,good,23
04/08/2019 00:00:00,7,4,Monday,good,55
04/08/2019 00:00:00,8,4,Monday,good,61
04/08/2019 00:00:00,9,4,Monday,good,67
04/08/2019 00:00:00,10,4,Monday,good,89
04/08/2019 00:00:00,11,4,Monday,good,100
04/08/2019 00:00:00,12,4,Monday,good,103
04/08/2019 00:00:00,13,4,Monday,good,80
04/08/2019 00:00:00,14,4,Monday,good,65
04/08/2019 00:00:00,15,4,Monday,good,34
04/08/2019 00:00:00,16,4,Monday,good,27
04/08/2019 00:00:00,17,4,Monday,good,13
04/08/2019 00:00:00,18,4,Monday,good,3
04/08/2019 00:00:00,19,4,Monday,good,3
04/09/2019 00:00:00,-1,4,Tuesday,good,1
04/09/2019 00:00:00,3,4,Tuesday,good,3
04/09/2019 00:00:00,4,4,Tuesday,good,4
04/09/2019 00:00:00,5,4,Tuesday,good,14
04/09/2019 00:00:00,6,4,Tuesday,good,21
04/09/2019 00:00:00,7,4,Tuesday,good,33
04/09/2019 00:00:00,8,4,Tuesday,good,53
04/09/2019 00:00:00,9,4,Tuesday,good,54
04/09/2019 00:00:00,10,4,Tuesday,good,84
04/09/2019 00:00:00,11,4,Tuesday,good,85
04/09/2019 00:00:00,12,4,Tuesday,good,80
04/09/2019 00:00:00,13,4,Tuesday,good,65
04/09/2019 00:00:00,14,4,Tuesday,good,44
04/09/2019 00:00:00,15,4,Tuesday,good,38
04/09/2019 00:00:00,16,4,Tuesday,good,17
04/09/2019 00:00:00,17,4,Tuesday,good,14
04/09/2019 00:00:00,18,4,Tuesday,good,9
04/09/2019 00:00:00,20,4,Tuesday,good,1
04/09/2019 00:00:00,21,4,Tuesday,good,1
04/10/2019 00:00:00,2,4,Wednesday,good,1
04/10/2019 00:00:00,3,4,Wednesday,good,4
04/10/2019 00:00:00,4,4,Wednesday,good,6
04/10/2019 00:00:00,5,4,Wednesday,good,8
04/10/2019 00:00:00,6,4,Wednesday,good,27
04/10/2019 00:00:00,7,4,Wednesday,good,43
04/10/2019 00:00:00,8,4,Wednesday,good,49
04/10/2019 00:00:00,9,4,Wednesday,good,58
04/10/2019 00:00:00,10,4,Wednesday,good,64
04/10/2019 00:00:00,11,4,Wednesday,good,77
04/10/2019 00:00:00,12,4,Wednesday,good,72
04/10/2019 00:00:00,13,4,Wednesday,good,59
04/10/2019 00:00:00,14,4,Wednesday,good,45
04/10/2019 00:00:00,15,4,Wednesday,good,31
04/10/2019 00:00:00,16,4,Wednesday,good,23
04/10/2019 00:00:00,17,4,Wednesday,good,8
04/10/2019 00:00:00,18,4,Wednesday,good,8
04/10/2019 00:00:00,19,4,Wednesday,good,2
04/11/2019 00:00:00,1,4,Thursday,good,2
04/11/2019 00:00:00,2,4,Thursday,good,1
04/11/2019 00:00:00,3,4,Thursday,good,2
04/11/2019 00:00:00,4,4,Thursday,good,3
04/11/2019 00:00:00,5,4,Thursday,good,15
04/11/2019 00:00:00,6,4,Thursday,good,19
04/11/2019 00:00:00,7,4,Thursday,good,22
04/11/2019 00:00:00,8,4,Thursday,good,58
04/11/2019 00:00:00,9,4,Thursday,good,77
04/11/2019 00:00:00,10,4,Thursday,good,74
04/11/2019 00:00:00,11,4,Thursday,good,85
04/11/2019 00:00:00,12,4,Thursday,good,80
04/11/2019 00:00:00,13,4,Thursday,good,69
04/11/2019 00:00:00,14,4,Thursday,good,74
04/11/2019 00:00:00,15,4,Thursday,good,42
04/11/2019 00:00:00,16,4,Thursday,good,28
04/11/2019 00:00:00,17,4,Thursday,good,11
04/11/2019 00:00:00,18,4,Thursday,good,7
04/11/2019 00:00:00,19,4,Thursday,good,1
04/11/2019 00:00:00,20,4,Thursday,good,3
04/12/2019 00:00:00,1,4,Friday,good,1
04/12/2019 00:00:00,3,4,Friday,good,1
04/12/2019 00:00:00,4,4,Friday,good,6
04/12/2019 00:00:00,5,4,Friday,good,10
04/12/2019 00:00:00,6,4,Friday,good,41
04/12/2019 00:00:00,7,4,Friday,good,41
04/12/2019 00:00:00,8,4,Friday,good,70
04/12/2019 00:00:00,9,4,Friday,good,98
04/12/2019 00:00:00,10,4,Friday,good,107
04/12/2019 00:00:00,11,4,Friday,good,120
04/12/2019 00:00:00,12,4,Friday,good,101
04/12/2019 00:00:00,13,4,Friday,good,84
04/12/2019 00:00:00,14,4,Friday,good,67
04/12/2019 00:00:00,15,4,Friday,good,40
04/12/2019 00:00:00,16,4,Friday,good,16
04/12/2019 00:00:00,17,4,Friday,good,12
04/12/2019 00:00:00,18,4,Friday,good,13
04/12/2019 00:00:00,19,4,Friday,good,3
04/12/2019 00:00:00,20,4,Friday,good,1
04/13/2019 00:00:00,3,4,Saturday,bad,3
04/13/2019 00:00:00,4,4,Saturday,bad,9
04/13/2019 00:00:00,5,4,Saturday,bad,13
04/13/2019 00:00:00,6,4,Saturday,bad,25
04/13/2019 00:00:00,7,4,Saturday,bad,34
04/13/2019 00:00:00,8,4,Saturday,bad,64
04/13/2019 00:00:00,9,4,Saturday,bad,85
04/13/2019 00:00:00,10,4,Saturday,bad,79
04/13/2019 00:00:00,11,4,Saturday,bad,84
04/13/2019 00:00:00,12,4,Saturday,bad,92
04/13/2019 00:00:00,13,4,Saturday,bad,69
04/13/2019 00:00:00,14,4,Saturday,bad,58
04/13/2019 00:00:00,15,4,Saturday,bad,32
04/13/2019 00:00:00,16,4,Saturday,bad,21
04/13/2019 00:00:00,17,4,Saturday,bad,16
04/13/2019 00:00:00,18,4,Saturday,bad,4
04/13/2019 00:00:00,19,4,Saturday,bad,3
04/13/2019 00:00:00,20,4,Saturday,bad,1
04/14/2019 00:00:00,2,4,Sunday,bad,1
04/14/2019 00:00:00,4,4,Sunday,bad,2
04/14/2019 00:00:00,5,4,Sunday,bad,2
04/14/2019 00:00:00,6,4,Sunday,bad,8
04/14/2019 00:00:00,7,4,Sunday,bad,11
04/14/2019 00:00:00,8,4,Sunday,bad,27
04/14/2019 00:00:00,9,4,Sunday,bad,22
04/14/2019 00:00:00,10,4,Sunday,bad,34
04/14/2019 00:00:00,11,4,Sunday,bad,34
04/14/2019 00:00:00,12,4,Sunday,bad,23
04/14/2019 00:00:00,13,4,Sunday,bad,27
04/14/2019 00:00:00,14,4,Sunday,bad,12
04/14/2019 00:00:00,15,4,Sunday,bad,15
04/14/2019 00:00:00,16,4,Sunday,bad,9
04/14/2019 00:00:00,17,4,Sunday,bad,8
04/14/2019 00:00:00,18,4,Sunday,bad,2
04/14/2019 00:00:00,19,4,Sunday,bad,2
04/15/2019 00:00:00,3,4,Monday,good,2
04/15/2019 00:00:00,4,4,Monday,good,7
04/15/2019 00:00:00,5,4,Monday,good,12
04/15/2019 00:00:00,6,4,Monday,good,30
04/15/2019 00:00:00,7,4,Monday,good,39
04/15/2019 00:00:00,8,4,Monday,good,62
04/15/2019 00:00:00,9,4,Monday,good,81
04/15/2019 00:00:00,10,4,Monday,good,83
04/15/2019 00:00:00,11,4,Monday,good,110
04/15/2019 00:00:00,12,4,Monday,good,83
04/15/2019 00:00:00,13,4,Monday,good,78
04/15/2019 00:00:00,14,4,Monday,good,54
04/15/2019 00:00:00,15,4,Monday,good,44
04/15/2019 00:00:00,16,4,Monday,good,17
04/15/2019 00:00:00,17,4,Monday,good,13
04/15/2019 00:00:00,18,4,Monday,good,2
04/15/2019 00:00:00,19,4,Monday,good,2
04/15/2019 00:00:00,20,4,Monday,good,2
04/15/2019 00:00:00,21,4,Monday,good,1
04/16/2019 00:00:00,2,4,Tuesday,good,4
04/16/2019 00:00:00,3,4,Tuesday,good,1
04/16/2019 00:00:00,4,4,Tuesday,good,7
04/16/2019 00:00:00,5,4,Tuesday,good,13
04/16/2019 00:00:00,6,4,Tuesday,good,23
04/16/2019 00:00:00,7,4,Tuesday,good,28
04/16/2019 00:00:00,8,4,Tuesday,good,32
04/16/2019 00:00:00,9,4,Tuesday,good,60
04/16/2019 00:00:00,10,4,Tuesday,good,79
04/16/2019 00:00:00,11,4,Tuesday,good,69
04/16/2019 00:00:00,12,4,Tuesday,good,87
04/16/2019 00:00:00,13,4,Tuesday,good,62
04/16/2019 00:00:00,14,4,Tuesday,good,46
04/16/2019 00:00:00,15,4,Tuesday,good,49
04/16/2019 00:00:00,16,4,Tuesday,good,18
04/16/2019 00:00:00,17,4,Tuesday,good,16
04/16/2019 00:00:00,18,4,Tuesday,good,8
04/16/2019 00:00:00,19,4,Tuesday,good,2
04/17/2019 00:00:00,3,4,Wednesday,good,3
04/17/2019 00:00:00,4,4,Wednesday,good,4
04/17/2019 00:00:00,5,4,Wednesday,good,9
04/17/2019 00:00:00,6,4,Wednesday,good,18
04/17/2019 00:00:00,7,4,Wednesday,good,29
04/17/2019 00:00:00,8,4,Wednesday,good,45
04/17/2019 00:00:00,9,4,Wednesday,good,47
04/17/2019 00:00:00,10,4,Wednesday,good,64
04/17/2019 00:00:00,11,4,Wednesday,good,74
04/17/2019 00:00:00,12,4,Wednesday,good,76
04/17/2019 00:00:00,13,4,Wednesday,good,56
04/17/2019 00:00:00,14,4,Wednesday,good,40
04/17/2019 00:00:00,15,4,Wednesday,good,22
04/17/2019 00:00:00,16,4,Wednesday,good,17
04/17/2019 00:00:00,17,4,Wednesday,good,14
04/17/2019 00:00:00,18,4,Wednesday,good,5
04/17/2019 00:00:00,19,4,Wednesday,good,1
04/17/2019 00:00:00,21,4,Wednesday,good,1
04/18/2019 00:00:00,3,4,Thursday,bad,3
04/18/2019 00:00:00,4,4,Thursday,bad,5
04/18/2019 00:00:00,5,4,Thursday,bad,16
04/18/2019 00:00:00,6,4,Thursday,bad,27
04/18/2019 00:00:00,7,4,Thursday,bad,54
04/18/2019 00:00:00,8,4,Thursday,bad,76
04/18/2019 00:00:00,9,4,Thursday,bad,83
04/18/2019 00:00:00,10,4,Thursday,bad,133
04/18/2019 00:00:00,11,4,Thursday,bad,142
04/18/2019 00:00:00,12,4,Thursday,bad,102
04/18/2019 00:00:00,13,4,Thursday,bad,110
04/18/2019 00:00:00,14,4,Thursday,bad,80
04/18/2019 00:00:00,15,4,Thursday,bad,59
04/18/2019 00:00:00,16,4,Thursday,bad,36
04/18/2019 00:00:00,17,4,Thursday,bad,19
04/18/2019 00:00:00,18,4,Thursday,bad,10
04/18/2019 00:00:00,19,4,Thursday,bad,3
04/18/2019 00:00:00,20,4,Thursday,bad,2
04/18/2019 00:00:00,21,4,Thursday,bad,2
04/19/2019 00:00:00,0,4,Friday,bad,1
04/19/2019 00:00:00,2,4,Friday,bad,2
04/19/2019 00:00:00,3,4,Friday,bad,1
04/19/2019 00:00:00,4,4,Friday,bad,5
04/19/2019 00:00:00,5,4,Friday,bad,20
04/19/2019 00:00:00,6,4,Friday,bad,34
04/19/2019 00:00:00,7,4,Friday,bad,66
04/19/2019 00:00:00,8,4,Friday,bad,93
04/19/2019 00:00:00,9,4,Friday,bad,101
04/19/2019 00:00:00,10,4,Friday,bad,148
04/19/2019 00:00:00,11,4,Friday,bad,144
04/19/2019 00:00:00,12,4,Friday,bad,144
04/19/2019 00:00:00,13,4,Friday,bad,106
04/19/2019 00:00:00,14,4,Friday,bad,102
04/19/2019 00:00:00,15,4,Friday,bad,50
04/19/2019 00:00:00,16,4,Friday,bad,30
04/19/2019 00:00:00,17,4,Friday,bad,17
04/19/2019 00:00:00,18,4,Friday,bad,11
04/19/2019 00:00:00,19,4,Friday,bad,4
04/19/2019 00:00:00,20,4,Friday,bad,3
04/19/2019 00:00:00,21,4,Friday,bad,1
04/20/2019 00:00:00,2,4,Saturday,good,1
04/20/2019 00:00:00,3,4,Saturday,good,4
04/20/2019 00:00:00,4,4,Saturday,good,6
04/20/2019 00:00:00,5,4,Saturday,good,10
04/20/2019 00:00:00,6,4,Saturday,good,14
04/20/2019 00:00:00,7,4,Saturday,good,27
04/20/2019 00:00:00,8,4,Saturday,good,35
04/20/2019 00:00:00,9,4,Saturday,good,43
04/20/2019 00:00:00,10,4,Saturday,good,51
04/20/2019 00:00:00,11,4,Saturday,good,57
04/20/2019 00:00:00,12,4,Saturday,good,47
04/20/2019 00:00:00,13,4,Saturday,good,53
04/20/2019 00:00:00,14,4,Saturday,good,27
04/20/2019 00:00:00,15,4,Saturday,good,28
04/20/2019 00:00:00,16,4,Saturday,good,15
04/20/2019 00:00:00,17,4,Saturday,good,10
04/20/2019 00:00:00,18,4,Saturday,good,8
04/20/2019 00:00:00,19,4,Saturday,good,2
04/20/2019 00:00:00,20,4,Saturday,good,2
04/20/2019 00:00:00,22,4,Saturday,good,1
04/21/2019 00:00:00,3,4,Sunday,good,1
04/21/2019 00:00:00,5,4,Sunday,good,1
04/21/2019 00:00:00,6,4,Sunday,good,3
04/21/2019 00:00:00,7,4,Sunday,good,12
04/21/2019 00:00:00,8,4,Sunday,good,11
04/21/2019 00:00:00,9,4,Sunday,good,14
04/21/2019 00:00:00,10,4,Sunday,good,20
04/21/2019 00:00:00,11,4,Sunday,good,15
04/21/2019 00:00:00,12,4,Sunday,good,26
04/21/2019 00:00:00,13,4,Sunday,good,14
04/21/2019 00:00:00,14,4,Sunday,good,14
04/21/2019 00:00:00,15,4,Sunday,good,10
04/21/2019 00:00:00,16,4,Sunday,good,8
04/21/2019 00:00:00,17,4,Sunday,good,3
04/21/2019 00:00:00,18,4,Sunday,good,3
04/21/2019 00:00:00,19,4,Sunday,good,1
04/21/2019 00:00:00,20,4,Sunday,good,1
04/22/2019 00:00:00,-1,4,Monday,bad,1
04/22/2019 00:00:00,1,4,Monday,bad,2
04/22/2019 00:00:00,2,4,Monday,bad,1
04/22/2019 00:00:00,3,4,Monday,bad,6
04/22/2019 00:00:00,4,4,Monday,bad,11
04/22/2019 00:00:00,5,4,Monday,bad,18
04/22/2019 00:00:00,6,4,Monday,bad,27
04/22/2019 00:00:00,7,4,Monday,bad,58
